Geographic Area,City,,poverty_rate,percent_completed_hs,Median Income,,,,,,,,
TX,Bixby CDP,Bixby CDPTX,49.8,60.5,32578,,,,,TX,Bloomington CDP,Bloomington CDPTX,34787
TX,Blackwell city,Blackwell cityTX,11.5,84.4,48571,,,,,TX,Blossom city,Blossom cityTX,42390
TX,Blanco city,Blanco cityTX,15.3,82.8,41272,,,,,TX,Blue Berry Hill CDP,Blue Berry Hill CDPTX,(X)
TX,Blanket town,Blanket townTX,17.4,85.5,38750,,,,,TX,Blue Mound city,Blue Mound cityTX,47174
TX,Blessing CDP,Blessing CDPTX,39.7,63.3,21360,,,,,TX,Blue Ridge city,Blue Ridge cityTX,45368
TX,Bloomburg town,Bloomburg townTX,24.3,76.1,32885,,,,,TX,Bluetown CDP,Bluetown CDPTX,14479
TX,Blooming Grove town,Blooming Grove townTX,16.3,88.8,42500,,,,,TX,Blum town,Blum townTX,39773
TX,Bloomington CDP,Bloomington CDPTX,20.6,68.7,34787,,,,,TX,Boerne city,Boerne cityTX,57047
TX,Blossom city,Blossom cityTX,12.6,80.1,42390,,,,,TX,Bogata city,Bogata cityTX,32875
TX,Blue Berry Hill CDP,Blue Berry Hill CDPTX,55.1,32.1,(X),,,,,TX,Boling CDP,Boling CDPTX,29631
TX,Blue Mound city,Blue Mound cityTX,15,63.6,47174,,,,,TX,Bolivar Peninsula CDP,Bolivar Peninsula CDPTX,61393
TX,Blue Ridge city,Blue Ridge cityTX,13.8,84.5,45368,,,,,TX,Bonanza Hills CDP,Bonanza Hills CDPTX,-
TX,Bluetown CDP,Bluetown CDPTX,48.4,16.1,14479,,,,,TX,Bonham city,Bonham cityTX,36587
TX,Blum town,Blum townTX,19.5,69.3,39773,,,,,TX,Bonney village,Bonney villageTX,47500
TX,Boerne city,Boerne cityTX,9.7,89.8,57047,,,,,TX,Booker town,Booker townTX,70739
TX,Bogata city,Bogata cityTX,19.1,64.8,32875,,,,,TX,Borger city,Borger cityTX,44918
TX,Boling CDP,Boling CDPTX,12.8,74.9,29631,,,,,TX,Botines CDP,Botines CDPTX,-
TX,Bolivar Peninsula CDP,Bolivar Peninsula CDPTX,8.8,87.7,61393,,,,,TX,Bovina city,Bovina cityTX,34792
TX,Bonanza Hills CDP,Bonanza Hills CDPTX,0,100,-,,,,,TX,Bowie city,Bowie cityTX,39555
TX,Bonham city,Bonham cityTX,24.9,74.6,36587,,,,,TX,Box Canyon CDP,Box Canyon CDPTX,(X)
TX,Bonney village,Bonney villageTX,21.1,89.2,47500,,,,,TX,Boyd town,Boyd townTX,48373
TX,Booker town,Booker townTX,10.4,80,70739,,,,,TX,Boys Ranch CDP,Boys Ranch CDPTX,69375
TX,Borger city,Borger cityTX,21.5,81.2,44918,,,,,TX,Brackettville city,Brackettville cityTX,37708
TX,Botines CDP,Botines CDPTX,0,100,-,,,,,TX,Brady city,Brady cityTX,35987
TX,Bovina city,Bovina cityTX,24.2,52.7,34792,,,,,TX,Brazoria city,Brazoria cityTX,45076
TX,Bowie city,Bowie cityTX,18.3,83.1,39555,,,,,TX,Brazos Bend city,Brazos Bend cityTX,104286
TX,Box Canyon CDP,Box Canyon CDPTX,100,48,(X),,,,,TX,Brazos Country city,Brazos Country cityTX,101875
TX,Boyd town,Boyd townTX,10.1,85.8,48373,,,,,TX,Breckenridge city,Breckenridge cityTX,37571
TX,Boys Ranch CDP,Boys Ranch CDPTX,0,100,69375,,,,,TX,Bremond city,Bremond cityTX,25417
TX,Brackettville city,Brackettville cityTX,20.1,58.2,37708,,,,,TX,Brenham city,Brenham cityTX,42975
TX,Brady city,Brady cityTX,20.7,73.6,35987,,,,,TX,Briar CDP,Briar CDPTX,50458
TX,Brazoria city,Brazoria cityTX,16.4,88.5,45076,,,,,TX,Briarcliff village,Briarcliff villageTX,87411
TX,Brazos Bend city,Brazos Bend cityTX,3.6,95.1,104286,,,,,TX,Briaroaks city,Briaroaks cityTX,77000
TX,Brazos Country city,Brazos Country cityTX,0,95.1,101875,,,,,TX,Bridge City city,Bridge City cityTX,62763
TX,Breckenridge city,Breckenridge cityTX,28,76.8,37571,,,,,TX,Bridgeport city,Bridgeport cityTX,42415
TX,Bremond city,Bremond cityTX,26.7,76.4,25417,,,,,TX,Bristol CDP,Bristol CDPTX,72153
TX,Brenham city,Brenham cityTX,16,83.2,42975,,,,,TX,Broaddus town,Broaddus townTX,36250
TX,Briar CDP,Briar CDPTX,14.5,87,50458,,,,,TX,Bronte town,Bronte townTX,40536
TX,Briarcliff village,Briarcliff villageTX,2.7,98.3,87411,,,,,TX,Brookshire city,Brookshire cityTX,31523
TX,Briaroaks city,Briaroaks cityTX,4.4,95,77000,,,,,TX,Brookside Village city,Brookside Village cityTX,73750
TX,Bridge City city,Bridge City cityTX,14.9,89.7,62763,,,,,TX,Browndell city,Browndell cityTX,24219
TX,Bridgeport city,Bridgeport cityTX,16.7,72.7,42415,,,,,TX,Brownfield city,Brownfield cityTX,36051
TX,Bristol CDP,Bristol CDPTX,0,88,72153,,,,,TX,Brownsboro city,Brownsboro cityTX,45761
TX,Broaddus town,Broaddus townTX,11.9,72.5,36250,,,,,TX,Brownsville city,Brownsville cityTX,32894
TX,Bronte town,Bronte townTX,12,81.4,40536,,,,,TX,Brownwood city,Brownwood cityTX,36644
TX,Brookshire city,Brookshire cityTX,21.5,62.1,31523,,,,,TX,Bruceville-Eddy city,Bruceville-Eddy cityTX,48393
TX,Brookside Village city,Brookside Village cityTX,11.4,86.2,73750,,,,,TX,Brundage CDP,Brundage CDPTX,-
TX,Browndell city,Browndell cityTX,32.3,66.2,24219,,,,,TX,Bruni CDP,Bruni CDPTX,49911
TX,Brownfield city,Brownfield cityTX,14.6,68.5,36051,,,,,TX,Brushy Creek CDP,Brushy Creek CDPTX,99544
TX,Brownsboro city,Brownsboro cityTX,10.9,84.9,45761,,,,,TX,Bryan city,Bryan cityTX,40312
TX,Brownsville city,Brownsville cityTX,33.7,64.1,32894,,,,,TX,Bryson city,Bryson cityTX,28750
TX,Brownwood city,Brownwood cityTX,25.7,83.9,36644,,,,,TX,Buchanan Dam CDP,Buchanan Dam CDPTX,32604
TX,Bruceville-Eddy city,Bruceville-Eddy cityTX,8.9,86,48393,,,,,TX,Buchanan Lake Village CDP,Buchanan Lake Village CDPTX,27857
TX,Brundage CDP,Brundage CDPTX,-,-,-,,,,,TX,Buckholts town,Buckholts townTX,17414
TX,Bruni CDP,Bruni CDPTX,16.9,83.2,49911,,,,,TX,Buda city,Buda cityTX,68945
TX,Brushy Creek CDP,Brushy Creek CDPTX,2.9,97.2,99544,,,,,TX,Buena Vista CDP,Buena Vista CDPTX,-
TX,Bryan city,Bryan cityTX,24.8,78.4,40312,,,,,TX,Buffalo city,Buffalo cityTX,44792
TX,Bryson city,Bryson cityTX,30,79.6,28750,,,,,TX,Buffalo Gap town,Buffalo Gap townTX,47639
TX,Buchanan Dam CDP,Buchanan Dam CDPTX,13.6,87.2,32604,,,,,TX,Buffalo Springs village,Buffalo Springs villageTX,47500
TX,Buchanan Lake Village CDP,Buchanan Lake Village CDPTX,9,80.2,27857,,,,,TX,Bullard town,Bullard townTX,63177
TX,Buckholts town,Buckholts townTX,55.4,60.7,17414,,,,,TX,Bulverde city,Bulverde cityTX,101620
TX,Buda city,Buda cityTX,6.7,95.3,68945,,,,,TX,Buna CDP,Buna CDPTX,33281
TX,Buena Vista CDP,Buena Vista CDPTX,88.2,0,-,,,,,TX,Bunker Hill Village city,Bunker Hill Village cityTX,236250
TX,Buffalo city,Buffalo cityTX,26.5,77,44792,,,,,TX,Burkburnett city,Burkburnett cityTX,51828
TX,Buffalo Gap town,Buffalo Gap townTX,17.9,87.7,47639,,,,,TX,Burke city,Burke cityTX,43661
TX,Buffalo Springs village,Buffalo Springs villageTX,13.3,92.7,47500,,,,,TX,Burleson city,Burleson cityTX,69686
TX,Bullard town,Bullard townTX,4.6,90.9,63177,,,,,TX,Burnet city,Burnet cityTX,43149
TX,Bulverde city,Bulverde cityTX,9.9,96.2,101620,,,,,TX,Burton city,Burton cityTX,60625
TX,Buna CDP,Buna CDPTX,17.9,80.1,33281,,,,,TX,Butterfield CDP,Butterfield CDPTX,(X)
TX,Bunker Hill Village city,Bunker Hill Village cityTX,2.1,98.4,236250,,,,,TX,Byers city,Byers cityTX,38750
TX,Burkburnett city,Burkburnett cityTX,11.3,89.3,51828,,,,,TX,Bynum town,Bynum townTX,52813
TX,Burke city,Burke cityTX,11,76.9,43661,,,,,TX,Cactus city,Cactus cityTX,40825
TX,Burleson city,Burleson cityTX,8.2,92.2,69686,,,,,TX,Caddo Mills city,Caddo Mills cityTX,53601
TX,Burnet city,Burnet cityTX,31.6,81.2,43149,,,,,TX,Caldwell city,Caldwell cityTX,45556
TX,Burton city,Burton cityTX,4.1,94.1,60625,,,,,TX,Callender Lake CDP,Callender Lake CDPTX,47644
TX,Butterfield CDP,Butterfield CDPTX,34.9,29.2,(X),,,,,TX,Callisburg city,Callisburg cityTX,49792
TX,Byers city,Byers cityTX,15.4,94.3,38750,,,,,TX,Calvert city,Calvert cityTX,19677
TX,Bynum town,Bynum townTX,11.2,75,52813,,,,,TX,Camargito CDP,Camargito CDPTX,16063
TX,Cactus city,Cactus cityTX,18.8,34,40825,,,,,TX,Cameron city,Cameron cityTX,34058
TX,Caddo Mills city,Caddo Mills cityTX,25.8,91.2,53601,,,,,TX,Cameron Park CDP,Cameron Park CDPTX,24051
TX,Caldwell city,Caldwell cityTX,20.9,77,45556,,,,,TX,Campbell city,Campbell cityTX,46750
TX,Callender Lake CDP,Callender Lake CDPTX,6.5,91.5,47644,,,,,TX,Campo Verde CDP,Campo Verde CDPTX,(X)
TX,Callisburg city,Callisburg cityTX,7.1,97.2,49792,,,,,TX,Camp Swift CDP,Camp Swift CDPTX,44886
TX,Calvert city,Calvert cityTX,48.1,78.3,19677,,,,,TX,Camp Wood city,Camp Wood cityTX,28403
TX,Camargito CDP,Camargito CDPTX,49.2,19.4,16063,,,,,TX,Canadian city,Canadian cityTX,55761
TX,Cameron city,Cameron cityTX,19.7,75.3,34058,,,,,TX,Caney City town,Caney City townTX,33750
TX,Cameron Park CDP,Cameron Park CDPTX,51.1,33.3,24051,,,,,TX,Canton city,Canton cityTX,38553
TX,Campbell city,Campbell cityTX,10.7,87.6,46750,,,,,TX,Cantu Addition CDP,Cantu Addition CDPTX,37188
TX,Campo Verde CDP,Campo Verde CDPTX,0,9.9,(X),,,,,TX,Canutillo CDP,Canutillo CDPTX,31971
TX,Camp Swift CDP,Camp Swift CDPTX,17.1,75,44886,,,,,TX,Canyon city,Canyon cityTX,43027
TX,Camp Wood city,Camp Wood cityTX,37.9,65.5,28403,,,,,TX,Canyon Creek CDP,Canyon Creek CDPTX,37308
TX,Canadian city,Canadian cityTX,16,77.7,55761,,,,,TX,Canyon Lake CDP,Canyon Lake CDPTX,56544
TX,Caney City town,Caney City townTX,21.2,73.3,33750,,,,,TX,Cape Royale CDP,Cape Royale CDPTX,81250
TX,Canton city,Canton cityTX,19.1,82.7,38553,,,,,TX,Carbon town,Carbon townTX,18750
TX,Cantu Addition CDP,Cantu Addition CDPTX,10,82.5,37188,,,,,TX,Carlsbad CDP,Carlsbad CDPTX,44722
TX,Canutillo CDP,Canutillo CDPTX,31.4,65,31971,,,,,TX,Carl's Corner town,Carl's Corner townTX,36250
TX,Canyon city,Canyon cityTX,20.1,90.3,43027,,,,,TX,Carmine city,Carmine cityTX,45000
TX,Canyon Creek CDP,Canyon Creek CDPTX,45.8,79.9,37308,,,,,TX,Carrizo Hill CDP,Carrizo Hill CDPTX,61689
TX,Canyon Lake CDP,Canyon Lake CDPTX,9,92.2,56544,,,,,TX,Carrizo Springs city,Carrizo Springs cityTX,38125
TX,Cape Royale CDP,Cape Royale CDPTX,4,97.2,81250,,,,,TX,Carrollton city,Carrollton cityTX,69368
TX,Carbon town,Carbon townTX,28.8,69.5,18750,,,,,TX,Carthage city,Carthage cityTX,47163
TX,Carlsbad CDP,Carlsbad CDPTX,7.5,76.9,44722,,,,,TX,Casa Blanca CDP,Casa Blanca CDPTX,-
TX,Carl's Corner town,Carl's Corner townTX,22.6,72,36250,,,,,TX,Casas CDP,Casas CDPTX,-
TX,Carmine city,Carmine cityTX,8.5,79.2,45000,,,,,TX,Cashion Community city,Cashion Community cityTX,48125
TX,Carrizo Hill CDP,Carrizo Hill CDPTX,3.4,54.1,61689,,,,,TX,Castle Hills city,Castle Hills cityTX,83333
TX,Carrizo Springs city,Carrizo Springs cityTX,15,73.3,38125,,,,,TX,Castroville city,Castroville cityTX,55500
TX,Carrollton city,Carrollton cityTX,9.5,85.3,69368,,,,,TX,Catarina CDP,Catarina CDPTX,(X)
TX,Carthage city,Carthage cityTX,17.6,81.7,47163,,,,,TX,Cedar Hill city,Cedar Hill cityTX,67669
TX,Casa Blanca CDP,Casa Blanca CDPTX,0,0,-,,,,,TX,Cedar Park city,Cedar Park cityTX,82311
TX,Casas CDP,Casas CDPTX,0,50,-,,,,,TX,Cedar Point CDP,Cedar Point CDPTX,65611
TX,Cashion Community city,Cashion Community cityTX,13.5,89.8,48125,,,,,TX,Celeste city,Celeste cityTX,39706
TX,Castle Hills city,Castle Hills cityTX,8.2,89.3,83333,,,,,TX,Celina city,Celina cityTX,91506
TX,Castroville city,Castroville cityTX,14.7,83,55500,,,,,TX,Center city,Center cityTX,26696
TX,Catarina CDP,Catarina CDPTX,0,75,(X),,,,,TX,Centerville city,Centerville cityTX,39063
TX,Cedar Hill city,Cedar Hill cityTX,11.8,91.7,67669,,,,,TX,Central Gardens CDP,Central Gardens CDPTX,66736
TX,Cedar Park city,Cedar Park cityTX,4.9,95.5,82311,,,,,TX,C_sar Chövez CDP,C_sar Chövez CDPTX,38854
TX,Cedar Point CDP,Cedar Point CDPTX,0,88.1,65611,,,,,TX,Chandler city,Chandler cityTX,59583
TX,Celeste city,Celeste cityTX,21.7,87.4,39706,,,,,TX,Channelview CDP,Channelview CDPTX,51745
TX,Celina city,Celina cityTX,12.1,95.6,91506,,,,,TX,Channing city,Channing cityTX,31000
TX,Center city,Center cityTX,19.8,70.8,26696,,,,,TX,Chaparrito CDP,Chaparrito CDPTX,-
TX,Centerville city,Centerville cityTX,19.5,79.4,39063,,,,,TX,Chapeno CDP,Chapeno CDPTX,-
TX,Central Gardens CDP,Central Gardens CDPTX,5.7,93.4,66736,,,,,TX,Charlotte city,Charlotte cityTX,31985
TX,C_sar Chˆvez CDP,C_sar Chˆvez CDPTX,28,68.9,#N/A,,,,,TX,Chester town,Chester townTX,37375
TX,Chandler city,Chandler cityTX,8.6,94,59583,,,,,TX,Chico city,Chico cityTX,47833
TX,Channelview CDP,Channelview CDPTX,21.2,68.4,51745,,,,,TX,Childress city,Childress cityTX,33934
TX,Channing city,Channing cityTX,20.3,94.8,31000,,,,,TX,Chillicothe city,Chillicothe cityTX,46719
TX,Chaparrito CDP,Chaparrito CDPTX,100,0,-,,,,,TX,Chilton CDP,Chilton CDPTX,26146
TX,Chapeno CDP,Chapeno CDPTX,31.7,33.3,-,,,,,TX,China city,China cityTX,39861
TX,Charlotte city,Charlotte cityTX,26.5,56.5,31985,,,,,TX,China Grove town,China Grove townTX,91250
TX,Chester town,Chester townTX,29.7,82.9,37375,,,,,TX,China Spring CDP,China Spring CDPTX,48618
TX,Chico city,Chico cityTX,22.3,81.2,47833,,,,,TX,Chireno city,Chireno cityTX,38750
TX,Childress city,Childress cityTX,23.2,87.6,33934,,,,,TX,Christine town,Christine townTX,41071
TX,Chillicothe city,Chillicothe cityTX,14.4,64.2,46719,,,,,TX,Christoval CDP,Christoval CDPTX,25083
TX,Chilton CDP,Chilton CDPTX,27.3,50.6,26146,,,,,TX,Chula Vista CDP (Cameron County),Chula Vista CDP (Cameron County)TX,(X)
TX,China city,China cityTX,22.7,86.5,39861,,,,,TX,Chula Vista CDP (Maverick County),Chula Vista CDP (Maverick County)TX,19583
TX,China Grove town,China Grove townTX,3.1,90.9,91250,,,,,TX,Chula Vista CDP (Zavala County),Chula Vista CDP (Zavala County)TX,19000
TX,China Spring CDP,China Spring CDPTX,22.8,83.1,48618,,,,,TX,Cibolo city,Cibolo cityTX,90665
TX,Chireno city,Chireno cityTX,26.5,75.7,38750,,,,,TX,Cienegas Terrace CDP,Cienegas Terrace CDPTX,41645
TX,Christine town,Christine townTX,21.2,69.4,41071,,,,,TX,Cinco Ranch CDP,Cinco Ranch CDPTX,135507
TX,Christoval CDP,Christoval CDPTX,27.2,73.4,25083,,,,,TX,Circle D-KC Estates CDP,Circle D-KC Estates CDPTX,54199
TX,Chula Vista CDP (Cameron County),Chula Vista CDP (Cameron County)TX,83.9,48.1,(X),,,,,TX,Cisco city,Cisco cityTX,31009
TX,Chula Vista CDP (Maverick County),Chula Vista CDP (Maverick County)TX,34.3,33.4,19583,,,,,TX,Citrus City CDP,Citrus City CDPTX,17021
TX,Chula Vista CDP (Zavala County),Chula Vista CDP (Zavala County)TX,89,46.9,19000,,,,,TX,Clarendon city,Clarendon cityTX,34063
TX,Cibolo city,Cibolo cityTX,3.9,95.4,90665,,,,,TX,Clarksville city,Clarksville cityTX,19564
TX,Cienegas Terrace CDP,Cienegas Terrace CDPTX,29.3,43.8,41645,,,,,TX,Clarksville City city,Clarksville City cityTX,51364
TX,Cinco Ranch CDP,Cinco Ranch CDPTX,1.5,98.2,135507,,,,,TX,Claude city,Claude cityTX,60069
TX,Circle D-KC Estates CDP,Circle D-KC Estates CDPTX,21.4,80.3,54199,,,,,TX,Clear Lake Shores city,Clear Lake Shores cityTX,97500
TX,Cisco city,Cisco cityTX,27.3,80.7,31009,,,,,TX,Cleburne city,Cleburne cityTX,48059
TX,Citrus City CDP,Citrus City CDPTX,86.7,25,17021,,,,,TX,Cleveland city,Cleveland cityTX,29868
TX,Clarendon city,Clarendon cityTX,20.5,83.4,34063,,,,,TX,Clifton city,Clifton cityTX,38576
TX,Clarksville city,Clarksville cityTX,25.4,77,19564,,,,,TX,Clint town,Clint townTX,33542
TX,Clarksville City city,Clarksville City cityTX,11.8,86,51364,,,,,TX,Cloverleaf CDP,Cloverleaf CDPTX,40622
TX,Claude city,Claude cityTX,7.8,87.6,60069,,,,,TX,Clute city,Clute cityTX,45307
TX,Clear Lake Shores city,Clear Lake Shores cityTX,3.7,98.5,97500,,,,,TX,Clyde city,Clyde cityTX,44005
TX,Cleburne city,Cleburne cityTX,18.7,77.5,48059,,,,,TX,Coahoma town,Coahoma townTX,67647
TX,Cleveland city,Cleveland cityTX,28,71.6,29868,,,,,TX,Cockrell Hill city,Cockrell Hill cityTX,37865
TX,Clifton city,Clifton cityTX,16.2,76.9,38576,,,,,TX,Coffee City town,Coffee City townTX,46250
TX,Clint town,Clint townTX,31,74.9,33542,,,,,TX,Coldspring city,Coldspring cityTX,36750
TX,Cloverleaf CDP,Cloverleaf CDPTX,28.2,60,40622,,,,,TX,Coleman city,Coleman cityTX,30000
TX,Clute city,Clute cityTX,19.3,73.7,45307,,,,,TX,College Station city,College Station cityTX,34186
TX,Clyde city,Clyde cityTX,22.8,88.8,44005,,,,,TX,Colleyville city,Colleyville cityTX,152310
TX,Coahoma town,Coahoma townTX,10.6,88.1,67647,,,,,TX,Collinsville town,Collinsville townTX,50481
TX,Cockrell Hill city,Cockrell Hill cityTX,24,49.6,37865,,,,,TX,Colmesneil city,Colmesneil cityTX,41813
TX,Coffee City town,Coffee City townTX,13.3,85.2,46250,,,,,TX,Colorado Acres CDP,Colorado Acres CDPTX,(X)
TX,Coldspring city,Coldspring cityTX,20.1,75.1,36750,,,,,TX,Colorado City city,Colorado City cityTX,48205
TX,Coleman city,Coleman cityTX,24,79.9,30000,,,,,TX,Columbus city,Columbus cityTX,39505
TX,College Station city,College Station cityTX,34.7,93.6,34186,,,,,TX,Comanche city,Comanche cityTX,32075
TX,Colleyville city,Colleyville cityTX,1.9,98.3,152310,,,,,TX,Combes town,Combes townTX,35968
TX,Collinsville town,Collinsville townTX,4.3,87.8,50481,,,,,TX,Combine city,Combine cityTX,68224
TX,Colmesneil city,Colmesneil cityTX,9.9,90.7,41813,,,,,TX,Comfort CDP,Comfort CDPTX,56912
TX,Colorado Acres CDP,Colorado Acres CDPTX,62.2,53.7,(X),,,,,TX,Commerce city,Commerce cityTX,21836
TX,Colorado City city,Colorado City cityTX,12.9,70.6,48205,,,,,TX,Como town,Como townTX,32179
TX,Columbus city,Columbus cityTX,11.6,80.7,39505,,,,,TX,Concepcion CDP,Concepcion CDPTX,14167
TX,Comanche city,Comanche cityTX,29.3,67.1,32075,,,,,TX,Conroe city,Conroe cityTX,47680
TX,Combes town,Combes townTX,26.5,67,35968,,,,,TX,Converse city,Converse cityTX,62481
TX,Combine city,Combine cityTX,16.2,75,68224,,,,,TX,Cool city,Cool cityTX,41250
TX,Comfort CDP,Comfort CDPTX,23.2,71.3,56912,,,,,TX,Coolidge town,Coolidge townTX,29861
TX,Commerce city,Commerce cityTX,46,79,21836,,,,,TX,Cooper city,Cooper cityTX,26643
TX,Como town,Como townTX,21.6,75.2,32179,,,,,TX,Coppell city,Coppell cityTX,111817
TX,Concepcion CDP,Concepcion CDPTX,17.9,53.8,14167,,,,,TX,Copperas Cove city,Copperas Cove cityTX,51972
TX,Conroe city,Conroe cityTX,19.3,75,47680,,,,,TX,Copper Canyon town,Copper Canyon townTX,133750
TX,Converse city,Converse cityTX,10.9,87.4,62481,,,,,TX,Corinth city,Corinth cityTX,90505
TX,Cool city,Cool cityTX,20.3,77.7,41250,,,,,TX,Corpus Christi city,Corpus Christi cityTX,50658
TX,Coolidge town,Coolidge townTX,31.9,55.2,29861,,,,,TX,Corral City town,Corral City townTX,(X)
TX,Cooper city,Cooper cityTX,37.1,75.7,26643,,,,,TX,Corrigan town,Corrigan townTX,29385
TX,Coppell city,Coppell cityTX,4.8,96.6,111817,,,,,TX,Corsicana city,Corsicana cityTX,38734
TX,Copperas Cove city,Copperas Cove cityTX,11.9,93.4,51972,,,,,TX,Cottonwood city,Cottonwood cityTX,56250
TX,Copper Canyon town,Copper Canyon townTX,2,95.2,133750,,,,,TX,Cottonwood Shores city,Cottonwood Shores cityTX,45391
TX,Corinth city,Corinth cityTX,6.2,96.3,90505,,,,,TX,Cotulla city,Cotulla cityTX,34167
TX,Corpus Christi city,Corpus Christi cityTX,17.5,81.4,50658,,,,,TX,Country Acres CDP,Country Acres CDPTX,-
TX,Corral City town,Corral City townTX,0,100,(X),,,,,TX,Coupland city,Coupland cityTX,67857
TX,Corrigan town,Corrigan townTX,23.1,71.4,29385,,,,,TX,Cove city,Cove cityTX,64844
TX,Corsicana city,Corsicana cityTX,23.8,75.1,38734,,,,,TX,Covington city,Covington cityTX,41250
TX,Cottonwood city,Cottonwood cityTX,8.6,89.6,56250,,,,,TX,Coyanosa CDP,Coyanosa CDPTX,42875
TX,Cottonwood Shores city,Cottonwood Shores cityTX,13.3,82.9,45391,,,,,TX,Coyote Acres CDP,Coyote Acres CDPTX,(X)
TX,Cotulla city,Cotulla cityTX,18.5,61.1,34167,,,,,TX,Coyote Flats city,Coyote Flats cityTX,49583
TX,Country Acres CDP,Country Acres CDPTX,0,100,-,,,,,TX,Crandall city,Crandall cityTX,64615
TX,Coupland city,Coupland cityTX,34.8,84.8,67857,,,,,TX,Crane city,Crane cityTX,58803
TX,Cove city,Cove cityTX,6.7,92.9,64844,,,,,TX,Cranfills Gap city,Cranfills Gap cityTX,29375
TX,Covington city,Covington cityTX,22.5,82.2,41250,,,,,TX,Crawford town,Crawford townTX,55536
TX,Coyanosa CDP,Coyanosa CDPTX,16.6,22.5,42875,,,,,TX,Creedmoor city,Creedmoor cityTX,41250
TX,Coyote Acres CDP,Coyote Acres CDPTX,2.8,76.4,(X),,,,,TX,Cresson city,Cresson cityTX,63750
TX,Coyote Flats city,Coyote Flats cityTX,5.2,84.9,49583,,,,,TX,Crockett city,Crockett cityTX,23106
TX,Crandall city,Crandall cityTX,6,88.3,64615,,,,,TX,Crosby CDP,Crosby CDPTX,46413
TX,Crane city,Crane cityTX,11.8,72.2,58803,,,,,TX,Crosbyton city,Crosbyton cityTX,33462
TX,Cranfills Gap city,Cranfills Gap cityTX,22.3,68.8,29375,,,,,TX,Cross Mountain CDP,Cross Mountain CDPTX,149145
TX,Crawford town,Crawford townTX,18.5,91.3,55536,,,,,TX,Cross Plains town,Cross Plains townTX,30398
TX,Creedmoor city,Creedmoor cityTX,17.5,64.7,41250,,,,,TX,Cross Roads town,Cross Roads townTX,114583
TX,Cresson city,Cresson cityTX,20.5,94.7,63750,,,,,TX,Cross Timber town,Cross Timber townTX,90625
TX,Crockett city,Crockett cityTX,39.1,77.6,23106,,,,,TX,Crowell city,Crowell cityTX,26583
TX,Crosby CDP,Crosby CDPTX,26.8,77.7,46413,,,,,TX,Crowley city,Crowley cityTX,63038
TX,Crosbyton city,Crosbyton cityTX,34,70.4,33462,,,,,TX,Crystal City city,Crystal City cityTX,28722
TX,Cross Mountain CDP,Cross Mountain CDPTX,4.2,98.7,149145,,,,,TX,Cuero city,Cuero cityTX,37000
TX,Cross Plains town,Cross Plains townTX,24.5,78.7,30398,,,,,TX,Cuevitas CDP,Cuevitas CDPTX,-
TX,Cross Roads town,Cross Roads townTX,1.9,93.7,114583,,,,,TX,Cumby city,Cumby cityTX,50417
TX,Cross Timber town,Cross Timber townTX,4.5,90.4,90625,,,,,TX,Cumings CDP,Cumings CDPTX,85188
TX,Crowell city,Crowell cityTX,15.1,76.4,26583,,,,,TX,Cuney town,Cuney townTX,10694
TX,Crowley city,Crowley cityTX,10.7,88.8,63038,,,,,TX,Cushing city,Cushing cityTX,41250
TX,Crystal City city,Crystal City cityTX,31.7,61.1,28722,,,,,TX,Cut and Shoot city,Cut and Shoot cityTX,61579
TX,Cuero city,Cuero cityTX,19.2,78.3,37000,,,,,TX,Daingerfield city,Daingerfield cityTX,37564
TX,Cuevitas CDP,Cuevitas CDPTX,-,-,-,,,,,TX,Daisetta city,Daisetta cityTX,47639
TX,Cumby city,Cumby cityTX,15.5,87.3,50417,,,,,TX,Dalhart city,Dalhart cityTX,46214
TX,Cumings CDP,Cumings CDPTX,0,93.2,85188,,,,,TX,Dallas city,Dallas cityTX,43781
TX,Cuney town,Cuney townTX,85.2,82.1,10694,,,,,TX,Dalworthington Gardens city,Dalworthington Gardens cityTX,118125
TX,Cushing city,Cushing cityTX,15.3,87.5,41250,,,,,TX,Damon CDP,Damon CDPTX,(X)
TX,Cut and Shoot city,Cut and Shoot cityTX,10.7,71.4,61579,,,,,TX,Danbury city,Danbury cityTX,65769
TX,Daingerfield city,Daingerfield cityTX,19,79.6,37564,,,,,TX,Darrouzett town,Darrouzett townTX,58250
TX,Daisetta city,Daisetta cityTX,6.2,76.7,47639,,,,,TX,Dawson town,Dawson townTX,34196
TX,Dalhart city,Dalhart cityTX,14.2,79,46214,,,,,TX,Dayton city,Dayton cityTX,50277
TX,Dallas city,Dallas cityTX,24,74.5,43781,,,,,TX,Dayton Lakes city,Dayton Lakes cityTX,41354
TX,Dalworthington Gardens city,Dalworthington Gardens cityTX,2.4,93.6,118125,,,,,TX,Dean city,Dean cityTX,57083
TX,Damon CDP,Damon CDPTX,38.8,66.5,(X),,,,,TX,Decatur city,Decatur cityTX,46161
TX,Danbury city,Danbury cityTX,7.7,87,65769,,,,,TX,DeCordova city,DeCordova cityTX,68380
TX,Darrouzett town,Darrouzett townTX,10.8,86.3,58250,,,,,TX,Deer Park city,Deer Park cityTX,77556
